"","subnum","condition","task","order","trial","interference","date","max","exponent","threshold","correct","rt1","rt2","r","addends","sum","digits","int_score","trial_time","dot","dob","age","gender","abacus_q","finger.counter","male","gender.12"
"2878",23,"baseline","baseline",4,17,0,"4/21/15 12:48",25.8,1.2,15,1,2.62,3.22,52,1,52,"4  23  25",-1,10.1,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2879",23,"baseline","baseline",4,18,0,"4/21/15 12:48",27.9,1.2,16,0,5.79,6.46,75,1,74,"22  25  27",-1,13.4,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2880",23,"baseline","baseline",4,19,0,"4/21/15 12:48",25.8,1.2,15,1,2.55,3.22,50,1,50,"20   3  27",-1,9.86,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2881",23,"baseline","baseline",4,20,0,"4/21/15 12:48",27.9,1.2,16,1,18.26,18.96,74,1,74,"26  29  19",-1,25.8,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2882",23,"baseline","baseline",4,21,0,"4/21/15 12:48",30,1.2,17,1,1.6,2.22,63,1,63,"30   3  30",-1,8.71,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2883",23,"baseline","baseline",4,22,0,"4/21/15 12:48",32.1,1.2,18,1,5.97,6.62,51,1,51,"32  10   9",-1,13.2,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2884",23,"baseline","baseline",4,23,0,"4/21/15 12:48",34.2,1.2,19,0,18.04,18.8,51,1,62,"16  13  33",-1,25.6,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2885",23,"baseline","baseline",4,24,0,"4/21/15 12:48",32.1,1.2,18,1,2.73,3.43,92,1,92,"27  33  32",-1,10.3,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2886",23,"baseline","baseline",4,25,0,"4/21/15 12:48",34.2,1.2,19,1,2.55,3.29,69,1,69,"3  31  35",-1,10,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2887",23,"baseline","baseline",4,26,0,"4/21/15 12:48",36.4,1.2,20,1,5.54,6.12,77,1,77,"36  24  17",-1,13.1,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2888",23,"baseline","baseline",4,27,0,"4/21/15 12:48",38.6,1.2,21,1,11.4,12.01,84,1,84,"39   7  38",-1,19,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2889",23,"baseline","baseline",4,28,0,"4/21/15 12:48",40.8,1.2,22,1,2.09,2.72,72,1,72,"41  25   6",-1,9.48,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2890",23,"baseline","baseline",4,29,0,"4/21/15 12:48",43.1,1.2,23,0,13.55,14.21,84,1,102,"43  35  24",-1,21.2,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2891",23,"baseline","baseline",4,30,0,"4/21/15 12:48",40.8,1.2,22,1,6.25,7.2,105,1,105,"40  39  26",-1,14.1,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2892",23,"baseline","baseline",4,31,0,"4/21/15 12:48",43.1,1.2,23,1,5.27,5.95,97,1,97,"30  42  25",-1,12.8,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2893",23,"baseline","baseline",4,32,0,"4/21/15 12:48",45.3,1.2,24,0,23.31,23.99,98,1,95,"29  44  22",-1,30.9,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2894",23,"baseline","baseline",4,33,0,"4/21/15 12:48",43.1,1.2,23,1,1.84,2.48,82,1,82,"42  10  30",-1,9.05,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2895",23,"baseline","baseline",4,34,0,"4/21/15 12:48",45.3,1.2,24,1,1.45,2.01,77,1,77,"30  44   3",-1,8.68,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2896",23,"baseline","baseline",4,35,0,"4/21/15 12:48",47.6,1.2,25,0,5.61,6.39,90,1,110,"49  24  37",-1,13.5,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2897",23,"baseline","baseline",4,36,0,"4/21/15 12:48",45.3,1.2,24,0,19.48,20.26,68,1,102,"39  19  44",-1,27.2,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2898",23,"baseline","baseline",4,37,0,"4/21/15 12:48",43.1,1.2,23,1,2.74,3.36,58,1,58,"9   5  44",-1,10.1,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2899",23,"baseline","baseline",4,38,0,"4/21/15 12:48",45.3,1.2,24,0,4.63,5.35,97,1,98,"46   9  43",-1,12.4,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2900",23,"baseline","baseline",4,39,0,"4/21/15 12:48",43.1,1.2,23,1,4.39,5.49,73,1,73,"42  15  16",-1,12.4,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2905",23,"blindfold","blindfold",1,4,0,"4/21/15 12:13",2.3,1.2,2,1,1.45,1.93,5,1,5,"2  2  1",-1,8.05,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2906",23,"blindfold","blindfold",1,5,0,"4/21/15 12:13",3.74,1.2,3,1,1.51,1.97,8,1,8,"3  4  1",-1,8.38,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2907",23,"blindfold","blindfold",1,6,0,"4/21/15 12:13",5.28,1.2,4,1,2.8,3.44,11,1,11,"2  3  6",-1,9.77,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2908",23,"blindfold","blindfold",1,7,0,"4/21/15 12:13",6.9,1.2,5,1,1.46,2.16,15,1,15,"7  1  7",-1,8.62,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2909",23,"blindfold","blindfold",1,8,0,"4/21/15 12:13",8.59,1.2,6,0,1.7,2.31,22,1,21,"7  6  8",-1,8.69,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2910",23,"blindfold","blindfold",1,9,0,"4/21/15 12:13",6.9,1.2,5,1,1.64,2.38,18,1,18,"3  8  7",-1,8.74,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2911",23,"blindfold","blindfold",1,10,0,"4/21/15 12:13",8.59,1.2,6,1,1.66,2.3,15,1,15,"3  10   2",-1,8.51,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2912",23,"blindfold","blindfold",1,11,0,"4/21/15 12:13",10.3,1.2,7,1,1.84,2.39,22,1,22,"5   7  10",-1,8.94,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2913",23,"blindfold","blindfold",1,12,0,"4/21/15 12:13",12.1,1.2,8,1,3.36,4.09,24,1,24,"12  11   1",-1,10.4,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2914",23,"blindfold","blindfold",1,13,0,"4/21/15 12:13",14,1.2,9,1,1.7,2.41,19,1,19,"13   5   1",-1,8.93,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2915",23,"blindfold","blindfold",1,14,0,"4/21/15 12:13",15.8,1.2,10,1,2.29,3.03,27,1,27,"16   2   9",-1,9.54,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2916",23,"blindfold","blindfold",1,15,0,"4/21/15 12:13",17.8,1.2,11,1,1.86,2.58,34,1,34,"6  18  10",-1,9.14,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2917",23,"blindfold","blindfold",1,16,0,"4/21/15 12:13",19.7,1.2,12,0,3.92,4.8,37,1,39,"2  20  17",-1,11.3,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2918",23,"blindfold","blindfold",1,17,0,"4/21/15 12:13",17.8,1.2,11,0,7.64,8.27,41,1,51,"16  18  17",-1,15.1,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2919",23,"blindfold","blindfold",1,18,0,"4/21/15 12:13",15.8,1.2,10,1,1.61,2.32,33,1,33,"15  15   3",-1,9.01,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2920",23,"blindfold","blindfold",1,19,0,"4/21/15 12:13",17.8,1.2,11,1,1.74,2.41,30,1,30,"17  11   2",-1,8.96,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2921",23,"blindfold","blindfold",1,20,0,"4/21/15 12:13",19.7,1.2,12,1,1.83,2.55,46,1,46,"20  20   6",-1,9.14,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2922",23,"blindfold","blindfold",1,21,0,"4/21/15 12:13",21.7,1.2,13,1,2.41,3.02,54,1,54,"21  13  20",-1,9.71,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2923",23,"blindfold","blindfold",1,22,0,"4/21/15 12:13",23.7,1.2,14,0,6.26,6.98,54,1,52,"15  14  23",-1,13.9,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2924",23,"blindfold","blindfold",1,23,0,"4/21/15 12:13",21.7,1.2,13,1,1.54,2.15,30,1,30,"21   2   7",-1,8.64,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2925",23,"blindfold","blindfold",1,24,0,"4/21/15 12:13",23.7,1.2,14,1,10.65,11.43,52,1,52,"10  23  19",-1,18,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2926",23,"blindfold","blindfold",1,25,0,"4/21/15 12:13",25.8,1.2,15,1,14.86,15.58,61,1,61,"20  16  25",-1,22.3,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2927",23,"blindfold","blindfold",1,26,0,"4/21/15 12:13",27.9,1.2,16,1,6.59,7.27,69,1,69,"26  15  28",-1,14,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2928",23,"blindfold","blindfold",1,27,0,"4/21/15 12:13",30,1.2,17,1,1.51,2.25,60,1,60,"31  21   8",-1,8.88,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2929",23,"blindfold","blindfold",1,28,0,"4/21/15 12:13",32.1,1.2,18,1,1.62,2.34,40,1,40,"3  32   5",-1,8.88,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2930",23,"blindfold","blindfold",1,29,0,"4/21/15 12:13",34.2,1.2,19,1,3.18,3.91,59,1,59,"35  19   5",-1,10.6,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2931",23,"blindfold","blindfold",1,30,0,"4/21/15 12:13",36.4,1.2,20,0,16.25,17.07,67,1,65,"26   2  37",-1,23.7,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2932",23,"blindfold","blindfold",1,31,0,"4/21/15 12:13",34.2,1.2,19,0,19.52,20.16,62,1,61,"11  35  15",-1,26.9,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2933",23,"blindfold","blindfold",1,32,0,"4/21/15 12:13",32.1,1.2,18,1,12.44,13.54,87,1,87,"24  31  32",-1,20.3,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2934",23,"blindfold","blindfold",1,33,0,"4/21/15 12:13",34.2,1.2,19,0,23.41,24.09,65,1,74,"29  10  35",-1,30.6,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2935",23,"blindfold","blindfold",1,34,0,"4/21/15 12:13",32.1,1.2,18,0,9.79,10.85,56,1,58,"12  14  32",-1,17.5,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2936",23,"blindfold","blindfold",1,35,0,"4/21/15 12:13",30,1.2,17,1,6.68,7.34,52,1,52,"22  29   1",-1,13.9,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2937",23,"blindfold","blindfold",1,36,0,"4/21/15 12:13",32.1,1.2,18,1,2.05,2.62,44,1,44,"33   6   5",-1,9.21,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2938",23,"blindfold","blindfold",1,37,0,"4/21/15 12:13",34.2,1.2,19,0,3.89,4.71,73,1,78,"33  22  23",-1,11.5,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2939",23,"blindfold","blindfold",1,38,0,"4/21/15 12:13",32.1,1.2,18,1,3.5,5.33,65,1,65,"8  26  31",-1,11.9,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2940",23,"blindfold","blindfold",1,39,0,"4/21/15 12:13",34.2,1.2,19,1,1.84,2.47,41,1,41,"5  33   3",-1,8.99,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2987",23,"stillhands","stillhands",2,4,0,"4/21/15 12:24",2.3,1.2,2,1,1.33,1.75,5,1,5,"2  1  2",-1,7.77,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2988",23,"stillhands","stillhands",2,5,0,"4/21/15 12:24",3.74,1.2,3,1,1.48,1.94,9,1,9,"4  3  2",-1,8.25,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2989",23,"stillhands","stillhands",2,6,0,"4/21/15 12:24",5.28,1.2,4,1,2.19,2.8,10,1,10,"4  3  3",-1,9.19,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2990",23,"stillhands","stillhands",2,7,0,"4/21/15 12:24",6.9,1.2,5,1,1.64,2.27,12,1,12,"3  2  7",-1,8.57,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2991",23,"stillhands","stillhands",2,8,0,"4/21/15 12:24",8.59,1.2,6,1,1.23,1.95,20,1,20,"9  3  8",-1,8.27,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2992",23,"stillhands","stillhands",2,9,0,"4/21/15 12:24",10.3,1.2,7,1,1.44,2.02,21,1,21,"10   4   7",-1,8.49,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2993",23,"stillhands","stillhands",2,10,0,"4/21/15 12:24",12.1,1.2,8,1,5.12,5.82,25,1,25,"7   7  11",-1,12.3,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2994",23,"stillhands","stillhands",2,11,0,"4/21/15 12:24",14,1.2,9,1,1.33,1.99,30,1,30,"15   8   7",-1,8.53,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2995",23,"stillhands","stillhands",2,12,0,"4/21/15 12:24",15.8,1.2,10,1,3.48,4.25,31,1,31,"5  16  10",-1,10.8,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2996",23,"stillhands","stillhands",2,13,0,"4/21/15 12:24",17.8,1.2,11,1,7.94,8.78,48,1,48,"19  15  14",-1,15.6,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2997",23,"stillhands","stillhands",2,14,0,"4/21/15 12:24",19.7,1.2,12,1,1.89,2.46,44,1,44,"10  19  15",-1,9.07,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2998",23,"stillhands","stillhands",2,15,0,"4/21/15 12:24",21.7,1.2,13,1,5.89,6.49,44,1,44,"23   4  17",-1,13.3,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2999",23,"stillhands","stillhands",2,16,0,"4/21/15 12:24",23.7,1.2,14,0,3.88,4.71,71,1,61,"23  22  16",-1,11.5,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3000",23,"stillhands","stillhands",2,17,0,"4/21/15 12:24",21.7,1.2,13,0,6.8,7.46,33,1,43,"2  19  22",-1,13.9,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3001",23,"stillhands","stillhands",2,18,0,"4/21/15 12:24",19.7,1.2,12,1,1.58,2.33,34,1,34,"1  21  12",-1,8.83,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3002",23,"stillhands","stillhands",2,19,0,"4/21/15 12:24",21.7,1.2,13,0,3.21,3.91,61,1,51,"23  22   6",-1,10.6,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3003",23,"stillhands","stillhands",2,20,0,"4/21/15 12:24",19.7,1.2,12,1,1.84,2.5,41,1,41,"3  18  20",-1,9.03,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3004",23,"stillhands","stillhands",2,21,0,"4/21/15 12:24",21.7,1.2,13,0,12.15,13.03,38,1,48,"12  21  15",-1,19.7,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3005",23,"stillhands","stillhands",2,22,0,"4/21/15 12:24",19.7,1.2,12,1,1.72,2.43,40,1,40,"3  18  19",-1,9.02,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3006",23,"stillhands","stillhands",2,23,0,"4/21/15 12:24",21.7,1.2,13,1,7.6,8.29,45,1,45,"22   1  22",-1,14.9,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3007",23,"stillhands","stillhands",2,24,0,"4/21/15 12:24",23.7,1.2,14,1,1.76,2.44,26,1,26,"1   2  23",-1,8.76,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3008",23,"stillhands","stillhands",2,25,0,"4/21/15 12:24",25.8,1.2,15,1,1.29,1.9,41,1,41,"26  11   4",-1,8.58,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3009",23,"stillhands","stillhands",2,26,0,"4/21/15 12:24",27.9,1.2,16,0,18.39,19.09,54,1,55,"28   8  19",-1,25.5,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3010",23,"stillhands","stillhands",2,27,0,"4/21/15 12:24",25.8,1.2,15,1,6.51,7.21,56,1,56,"8  27  21",-1,13.8,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3011",23,"stillhands","stillhands",2,28,0,"4/21/15 12:24",27.9,1.2,16,1,1.64,2.36,43,1,43,"8  27   8",-1,8.7,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3012",23,"stillhands","stillhands",2,29,0,"4/21/15 12:24",30,1.2,17,1,1.21,1.82,33,1,33,"1   2  30",-1,8,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3013",23,"stillhands","stillhands",2,30,0,"4/21/15 12:24",32.1,1.2,18,1,3.92,4.58,63,1,63,"28   2  33",-1,10.9,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3014",23,"stillhands","stillhands",2,31,0,"4/21/15 12:24",34.2,1.2,19,1,3.22,4.17,68,1,68,"10  23  35",-1,10.8,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3015",23,"stillhands","stillhands",2,32,0,"4/21/15 12:24",36.4,1.2,20,1,9.75,10.42,86,1,86,"27  37  22",-1,17.3,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3016",23,"stillhands","stillhands",2,33,0,"4/21/15 12:24",38.6,1.2,21,1,3.1,3.73,65,1,65,"39   4  22",-1,10.4,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3017",23,"stillhands","stillhands",2,34,0,"4/21/15 12:24",40.8,1.2,22,1,8.15,9.07,118,1,118,"39  40  39",-1,15.7,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3018",23,"stillhands","stillhands",2,35,0,"4/21/15 12:24",43.1,1.2,23,0,22.23,22.99,92,1,121,"42  36  43",-1,29.8,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3019",23,"stillhands","stillhands",2,36,0,"4/21/15 12:24",40.8,1.2,22,1,11.24,11.89,92,1,92,"41  19  32",-1,18.6,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3020",23,"stillhands","stillhands",2,37,0,"4/21/15 12:24",43.1,1.2,23,1,12.53,13.31,72,1,72,"44   7  21",-1,20.1,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3021",23,"stillhands","stillhands",2,38,0,"4/21/15 12:24",45.3,1.2,24,1,6.87,7.77,103,1,103,"46  40  17",-1,14.7,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"3022",23,"stillhands","stillhands",2,39,0,"4/21/15 12:24",47.6,1.2,25,0,14.95,15.62,74,1,91,"27  15  49",-1,22.6,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2945",23,"interference","interference",3,4,1,"4/21/15 12:35",2.3,1.2,2,1,8.86,9.41,4,1,4,"1  2  1",96,12.4,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2946",23,"interference","interference",3,5,1,"4/21/15 12:35",3.74,1.2,3,1,3.19,3.68,9,1,9,"2  2  5",93,6.61,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2947",23,"interference","interference",3,6,1,"4/21/15 12:35",5.28,1.2,4,1,2.74,3.43,14,1,14,"3  6  5",99,6.71,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2948",23,"interference","interference",3,7,1,"4/21/15 12:35",6.9,1.2,5,1,2.74,3.54,13,1,13,"4  8  1",95,6.71,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2949",23,"interference","interference",3,8,1,"4/21/15 12:35",8.59,1.2,6,1,5.63,6.44,18,1,18,"4  8  6",97,9.67,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2950",23,"interference","interference",3,9,1,"4/21/15 12:35",10.3,1.2,7,1,3.46,4.32,27,1,27,"11   8   8",97,7.39,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2951",23,"interference","interference",3,10,1,"4/21/15 12:35",12.1,1.2,8,1,4.85,5.61,20,1,20,"7   2  11",98,8.77,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2952",23,"interference","interference",3,11,1,"4/21/15 12:35",14,1.2,9,1,2.62,3.59,22,1,22,"6  14   2",89,6.86,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2953",23,"interference","interference",3,12,1,"4/21/15 12:35",15.8,1.2,10,1,4.21,4.97,45,1,45,"16  16  13",92,8.61,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2954",23,"interference","interference",3,13,1,"4/21/15 12:35",17.8,1.2,11,1,11.41,12.05,44,1,44,"11  18  15",97,15.6,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2955",23,"interference","interference",3,14,1,"4/21/15 12:35",19.7,1.2,12,1,4.17,4.89,46,1,46,"20  21   5",99,8.39,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2956",23,"interference","interference",3,15,1,"4/21/15 12:35",21.7,1.2,13,1,3.91,4.66,49,1,49,"23   5  21",95,8.25,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2957",23,"interference","interference",3,16,1,"4/21/15 12:35",23.7,1.2,14,1,9.05,9.79,46,1,46,"16   6  24",93,13.3,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2958",23,"interference","interference",3,17,1,"4/21/15 12:35",25.8,1.2,15,0,6.2,6.91,54,1,64,"26  23  15",90,10.6,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2959",23,"interference","interference",3,18,1,"4/21/15 12:35",23.7,1.2,14,1,3.69,4.45,50,1,50,"7  25  18",78,8,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2960",23,"interference","interference",3,19,1,"4/21/15 12:35",25.8,1.2,15,1,10.44,11.23,59,1,59,"11  26  22",97,14.8,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2961",23,"interference","interference",3,20,1,"4/21/15 12:35",27.9,1.2,16,1,18.15,19.07,81,1,81,"29  25  27",96,22.7,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
"2962",23,"interference","interference",3,21,1,"4/21/15 12:35",30,1.2,17,1,3.65,4.39,56,1,56,"13  13  30",93,7.85,"4/21/15","6/10/02",12.862423,"M","yes - once at boy scounts, no 5s bead, didn't use",0,1,2
