subnum, condition, task, order, trial,interference,date,max,exponent,threshold,correct,rt1,rt2,r,addends,sum,digits,int_score,trial_time
5,interference,interference,2,19,1,20130711T132701,2.17E+01,1.20E+00,13,1,3.25,4.04,43,1,43,23   1  19,95,6.70E+00
5,interference,interference,2,20,1,20130711T132701,2.37E+01,1.20E+00,14,1,2.4,3.54,46,1,46,17  23   6,100,6.37E+00
5,interference,interference,2,21,1,20130711T132701,2.58E+01,1.20E+00,15,1,4.25,4.93,66,1,66,23  17  26,102,7.91E+00
5,interference,interference,2,22,1,20130711T132701,2.79E+01,1.20E+00,16,1,8.26,9.28,53,1,53,29   4  20,92,1.19E+01
5,interference,interference,2,23,1,20130711T132701,3.00E+01,1.20E+00,17,1,6.12,7.11,78,1,78,24  24  30,75,9.86E+00
5,interference,interference,2,24,1,20130711T132701,3.21E+01,1.20E+00,18,1,11.94,12.94,71,1,71,33  30   8,93,1.55E+01
5,interference,interference,2,25,1,20130711T132701,3.42E+01,1.20E+00,19,1,7.71,8.63,80,1,80,33  31  16,98,1.14E+01
5,interference,interference,2,26,1,20130711T132701,3.64E+01,1.20E+00,20,1,12.24,13.04,76,1,76,37  32   7,101,1.59E+01
5,interference,interference,2,27,1,20130711T132701,3.86E+01,1.20E+00,21,1,17.22,17.96,65,1,65,38  26   1,70,2.07E+01
5,interference,interference,2,28,1,20130711T132701,4.08E+01,1.20E+00,22,0,15.59,16.39,73,1,78,15  42  21,101,1.93E+01
5,interference,interference,2,29,1,20130711T132701,3.86E+01,1.20E+00,21,0,25.31,26.2,91,1,86,39  19  28,86,2.90E+01
5,interference,interference,2,30,1,20130711T132701,3.64E+01,1.20E+00,20,1,3.34,4.08,66,1,66,3  37  26,99,6.98E+00
5,interference,interference,2,31,1,20130711T132701,3.86E+01,1.20E+00,21,1,13.74,14.66,83,1,83,38  10  35,99,1.73E+01
5,interference,interference,2,32,1,20130711T132701,4.08E+01,1.20E+00,22,1,7.43,8,71,1,71,18  13  40,97,1.06E+01
5,interference,interference,2,33,1,20130711T132701,4.31E+01,1.20E+00,23,0,14.58,15.35,69,1,78,13  43  22,96,1.82E+01
5,interference,interference,2,34,1,20130711T132701,4.08E+01,1.20E+00,22,1,19.65,20.55,98,1,98,42  27  29,98,2.33E+01
5,interference,interference,2,35,1,20130711T132701,4.31E+01,1.20E+00,23,0,17.63,18.87,111,1,87,43  36   8,100,2.16E+01
5,interference,interference,2,36,1,20130711T132701,4.08E+01,1.20E+00,22,1,13.2,14.03,94,1,94,24  30  40,87,1.66E+01
5,interference,interference,2,37,1,20130711T132701,4.31E+01,1.20E+00,23,1,10.21,11.21,79,1,79,35  43   1,99,1.39E+01
5,interference,interference,2,38,1,20130711T132701,4.53E+01,1.20E+00,24,0,30,30.07,-1,1,120,36  38  46,96,3.32E+01
5,stillhands,stillhands,3,1,0,20130711T133810,3,1.20E+00,1,1,1.05,1.65,8,1,8,2  4  2,-1,4.60E+00
5,stillhands,stillhands,3,2,0,20130711T133810,3,1.20E+00,1,1,1.63,2.27,9,1,9,3  4  2,-1,5.05E+00
5,stillhands,stillhands,3,3,0,20130711T133810,3,1.20E+00,1,1,1.16,1.67,4,1,4,1  1  2,-1,4.39E+00
5,stillhands,stillhands,3,4,0,20130711T133810,2.30E+00,1.20E+00,2,1,0.93,1.29,6,1,6,2  2  2,-1,3.85E+00
5,stillhands,stillhands,3,5,0,20130711T133810,3.74E+00,1.20E+00,3,1,7.95,8.42,9,1,9,4  3  2,-1,1.12E+01
5,stillhands,stillhands,3,6,0,20130711T133810,5.28E+00,1.20E+00,4,1,3.64,4.06,8,1,8,2  5  1,-1,6.90E+00
5,stillhands,stillhands,3,7,0,20130711T133810,6.90E+00,1.20E+00,5,1,1.82,2.37,13,1,13,6  4  3,-1,5.27E+00
5,stillhands,stillhands,3,8,0,20130711T133810,8.59E+00,1.20E+00,6,1,6.63,7.23,17,1,17,5  3  9,-1,1.02E+01
5,stillhands,stillhands,3,9,0,20130711T133810,1.03E+01,1.20E+00,7,0,1.68,2.27,22,1,21,1  10  10,-1,5.07E+00
5,stillhands,stillhands,3,10,0,20130711T133810,8.59E+00,1.20E+00,6,1,7.61,8.13,22,1,22,8  5  9,-1,1.11E+01
5,stillhands,stillhands,3,11,0,20130711T133810,1.03E+01,1.20E+00,7,0,4.66,5.25,15,1,17,7  1  9,-1,8.26E+00
5,stillhands,stillhands,3,12,0,20130711T133810,8.59E+00,1.20E+00,6,1,4.65,5.26,25,1,25,10   6   9,-1,8.23E+00
5,stillhands,stillhands,3,13,0,20130711T133810,1.03E+01,1.20E+00,7,1,5.49,5.93,22,1,22,8  10   4,-1,8.88E+00
5,stillhands,stillhands,3,14,0,20130711T133810,1.21E+01,1.20E+00,8,1,10.65,11.22,26,1,26,3  12  11,-1,1.42E+01
5,stillhands,stillhands,3,15,0,20130711T133810,1.40E+01,1.20E+00,9,1,3.96,4.75,34,1,34,14  15   5,-1,7.91E+00
5,stillhands,stillhands,3,16,0,20130711T133810,1.58E+01,1.20E+00,10,1,2.45,2.96,30,1,30,12  15   3,-1,5.87E+00
5,stillhands,stillhands,3,17,0,20130711T133810,1.78E+01,1.20E+00,11,1,6.67,7.25,40,1,40,18  17   5,-1,1.04E+01
5,stillhands,stillhands,3,18,0,20130711T133810,1.97E+01,1.20E+00,12,1,15.23,15.98,37,1,37,19   5  13,-1,1.91E+01
5,stillhands,stillhands,3,19,0,20130711T133810,2.17E+01,1.20E+00,13,1,18.31,18.96,53,1,53,23  19  11,-1,2.20E+01
5,stillhands,stillhands,3,20,0,20130711T133810,2.37E+01,1.20E+00,14,1,3.27,4.17,40,1,40,8   8  24,-1,7.16E+00
5,stillhands,stillhands,3,21,0,20130711T133810,2.58E+01,1.20E+00,15,1,5.44,5.94,50,1,50,25  16   9,-1,9.02E+00
5,stillhands,stillhands,3,22,0,20130711T133810,2.79E+01,1.20E+00,16,1,6.2,6.85,54,1,54,14  13  27,-1,1.00E+01
5,stillhands,stillhands,3,23,0,20130711T133810,3.00E+01,1.20E+00,17,0,17.76,18.47,71,1,68,23  14  31,-1,2.16E+01
5,stillhands,stillhands,3,24,0,20130711T133810,2.79E+01,1.20E+00,16,1,19.54,20.15,69,1,69,28  13  28,-1,2.31E+01
5,stillhands,stillhands,3,25,0,20130711T133810,3.00E+01,1.20E+00,17,1,6.9,7.64,78,1,78,30  25  23,-1,1.07E+01
5,stillhands,stillhands,3,26,0,20130711T133810,3.21E+01,1.20E+00,18,1,12.76,13.49,56,1,56,2  21  33,-1,1.65E+01
5,stillhands,stillhands,3,27,0,20130711T133810,3.42E+01,1.20E+00,19,0,17.14,18.07,90,1,80,13  34  33,-1,2.11E+01
5,stillhands,stillhands,3,28,0,20130711T133810,3.21E+01,1.20E+00,18,0,20.7,21.44,87,1,80,26  21  33,-1,2.46E+01
5,stillhands,stillhands,3,29,0,20130711T133810,3.00E+01,1.20E+00,17,1,2.12,2.58,60,1,60,30  24   6,-1,5.56E+00
5,stillhands,stillhands,3,30,0,20130711T133810,3.21E+01,1.20E+00,18,1,4.96,5.46,91,1,91,31  31  29,-1,8.47E+00
5,stillhands,stillhands,3,31,0,20130711T133810,3.42E+01,1.20E+00,19,1,3.94,4.36,56,1,56,20  33   3,-1,7.27E+00
5,stillhands,stillhands,3,32,0,20130711T133810,3.64E+01,1.20E+00,20,1,17.49,18.17,72,1,72,17  37  18,-1,2.15E+01
5,stillhands,stillhands,3,33,0,20130711T133810,3.86E+01,1.20E+00,21,1,8.45,9.32,78,1,78,4  38  36,-1,1.24E+01
5,stillhands,stillhands,3,34,0,20130711T133810,4.08E+01,1.20E+00,22,1,15.54,16.18,92,1,92,18  42  32,-1,1.93E+01
5,stillhands,stillhands,3,35,0,20130711T133810,4.31E+01,1.20E+00,23,1,14.8,15.39,79,1,79,35  43   1,-1,1.84E+01
5,stillhands,stillhands,3,36,0,20130711T133810,4.53E+01,1.20E+00,24,0,19.81,20.37,121,1,112,39  28  45,-1,2.36E+01
6,baseline,baseline,4,1,0,20130718T151758,3,1.20E+00,1,1,1.53,2.01,7,1,7,3  1  3,-1,4.96E+00
6,baseline,baseline,4,2,0,20130718T151758,3,1.20E+00,1,1,2.66,2.97,7,1,7,3  2  2,-1,5.59E+00
6,baseline,baseline,4,3,0,20130718T151758,3,1.20E+00,1,1,1.08,1.38,7,1,7,1  4  2,-1,4.08E+00
6,baseline,baseline,4,4,0,20130718T151758,2.30E+00,1.20E+00,2,1,3.26,3.67,6,1,6,2  1  3,-1,6.45E+00
6,baseline,baseline,4,5,0,20130718T151758,3.74E+00,1.20E+00,3,1,7.77,8.54,12,1,12,4  3  5,-1,1.15E+01
6,baseline,baseline,4,6,0,20130718T151758,5.28E+00,1.20E+00,4,1,1.48,1.99,10,1,10,6  3  1,-1,4.76E+00
6,baseline,baseline,4,7,0,20130718T151758,6.90E+00,1.20E+00,5,1,4.82,5.36,18,1,18,5  7  6,-1,8.32E+00
6,baseline,baseline,4,8,0,20130718T151758,8.59E+00,1.20E+00,6,1,6.67,7.16,21,1,21,9  5  7,-1,1.01E+01
6,baseline,baseline,4,9,0,20130718T151758,1.03E+01,1.20E+00,7,1,3.26,3.67,25,1,25,11   4  10,-1,6.60E+00
6,baseline,baseline,4,10,0,20130718T151758,1.21E+01,1.20E+00,8,1,9.79,10.23,21,1,21,4   5  12,-1,1.31E+01
6,baseline,baseline,4,11,0,20130718T151758,1.40E+01,1.20E+00,9,1,11.32,11.81,33,1,33,14   9  10,-1,1.48E+01
6,baseline,baseline,4,12,0,20130718T151758,1.58E+01,1.20E+00,10,1,7.04,7.53,32,1,32,3  14  15,-1,1.06E+01
6,baseline,baseline,4,13,0,20130718T151758,1.78E+01,1.20E+00,11,0,23.42,23.93,42,1,39,3  18  18,-1,2.69E+01
6,baseline,baseline,4,14,0,20130718T151758,1.58E+01,1.20E+00,10,1,4.8,5.27,32,1,32,15   1  16,-1,8.28E+00
6,baseline,baseline,4,15,0,20130718T151758,1.78E+01,1.20E+00,11,1,5.44,6.05,25,1,25,5  17   3,-1,9.07E+00
6,baseline,baseline,4,16,0,20130718T151758,1.97E+01,1.20E+00,12,1,2.16,2.69,36,1,36,6   9  21,-1,5.73E+00
6,baseline,baseline,4,17,0,20130718T151758,2.17E+01,1.20E+00,13,1,5.93,6.46,38,1,38,23   2  13,-1,9.45E+00
6,baseline,baseline,4,18,0,20130718T151758,2.37E+01,1.20E+00,14,1,16.44,16.98,42,1,42,3  16  23,-1,2.00E+01
6,baseline,baseline,4,19,0,20130718T151758,2.58E+01,1.20E+00,15,0,24.97,25.44,56,1,57,27  18  12,-1,2.84E+01
6,baseline,baseline,4,20,0,20130718T151758,2.37E+01,1.20E+00,14,1,21.35,21.96,67,1,67,20  23  24,-1,2.50E+01
6,baseline,baseline,4,21,0,20130718T151758,2.58E+01,1.20E+00,15,1,14.89,15.5,54,1,54,21   7  26,-1,1.87E+01
6,baseline,baseline,4,22,0,20130718T151758,2.79E+01,1.20E+00,16,1,7.62,8.05,56,1,56,22   6  28,-1,1.10E+01
6,baseline,baseline,4,23,0,20130718T151758,3.00E+01,1.20E+00,17,1,10.81,11.33,66,1,66,29   7  30,-1,1.42E+01
6,baseline,baseline,4,24,0,20130718T151758,3.21E+01,1.20E+00,18,1,12.34,12.81,63,1,63,18  31  14,-1,1.59E+01
6,baseline,baseline,4,25,0,20130718T151758,3.42E+01,1.20E+00,19,1,4.63,5.07,66,1,66,5  26  35,-1,8.21E+00
6,baseline,baseline,4,26,0,20130718T151758,3.64E+01,1.20E+00,20,0,17.93,18.48,74,1,72,34   3  35,-1,2.15E+01
6,baseline,baseline,4,27,0,20130718T151758,3.42E+01,1.20E+00,19,1,14.62,15.3,71,1,71,33  26  12,-1,1.83E+01
6,baseline,baseline,4,28,0,20130718T151758,3.64E+01,1.20E+00,20,1,6.26,6.85,67,1,67,23  37   7,-1,1.00E+01
6,baseline,baseline,4,29,0,20130718T151758,3.86E+01,1.20E+00,21,0,18.75,19.37,99,1,109,38  35  36,-1,2.25E+01
6,baseline,baseline,4,30,0,20130718T151758,3.64E+01,1.20E+00,20,0,19.29,19.86,69,1,89,37  18  34,-1,2.31E+01
6,baseline,baseline,4,31,0,20130718T151758,3.42E+01,1.20E+00,19,0,18.9,19.66,73,1,78,35  29  14,-1,2.28E+01
6,baseline,baseline,4,32,0,20130718T151758,3.21E+01,1.20E+00,18,1,10.52,11.13,79,1,79,26  33  20,-1,1.42E+01
6,baseline,baseline,4,33,0,20130718T151758,3.42E+01,1.20E+00,19,1,4.95,5.56,70,1,70,35   5  30,-1,8.53E+00
6,baseline,baseline,4,34,0,20130718T151758,3.64E+01,1.20E+00,20,1,6.86,7.35,48,1,48,11  35   2,-1,1.01E+01
6,blindfold,blindfold,3,1,0,20130718T150609,3,1.20E+00,1,1,2.14,2.61,7,1,7,2  2  3,-1,5.35E+00
6,blindfold,blindfold,3,2,0,20130718T150609,3,1.20E+00,1,1,2.76,3.27,7,1,7,1  2  4,-1,6.14E+00
6,blindfold,blindfold,3,3,0,20130718T150609,3,1.20E+00,1,1,1.8,2.29,5,1,5,2  1  2,-1,4.93E+00
6,blindfold,blindfold,3,4,0,20130718T150609,2.30E+00,1.20E+00,2,1,1.59,1.98,5,1,5,1  2  2,-1,4.69E+00
6,blindfold,blindfold,3,5,0,20130718T150609,3.74E+00,1.20E+00,3,1,3.12,3.58,10,1,10,4  3  3,-1,6.42E+00
6,blindfold,blindfold,3,6,0,20130718T150609,5.28E+00,1.20E+00,4,1,1.83,2.38,9,1,9,4  4  1,-1,5.20E+00
6,blindfold,blindfold,3,7,0,20130718T150609,6.90E+00,1.20E+00,5,1,2.06,2.58,16,1,16,7  1  8,-1,5.37E+00
6,blindfold,blindfold,3,8,0,20130718T150609,8.59E+00,1.20E+00,6,1,2.03,2.38,16,1,16,2  8  6,-1,5.05E+00
6,blindfold,blindfold,3,9,0,20130718T150609,1.03E+01,1.20E+00,7,1,1.22,1.78,18,1,18,10   4   4,-1,4.71E+00
6,blindfold,blindfold,3,10,0,20130718T150609,1.21E+01,1.20E+00,8,1,11.37,11.81,29,1,29,12  11   6,-1,1.51E+01
6,blindfold,blindfold,3,11,0,20130718T150609,1.40E+01,1.20E+00,9,1,14.42,14.99,31,1,31,10  13   8,-1,1.77E+01
6,blindfold,blindfold,3,12,0,20130718T150609,1.58E+01,1.20E+00,10,1,11.83,12.52,34,1,34,17   6  11,-1,1.59E+01
6,blindfold,blindfold,3,13,0,20130718T150609,1.78E+01,1.20E+00,11,1,7.81,8.94,40,1,40,9  14  17,-1,1.20E+01
6,blindfold,blindfold,3,14,0,20130718T150609,1.97E+01,1.20E+00,12,1,13.36,13.9,41,1,41,2  21  18,-1,1.68E+01
6,blindfold,blindfold,3,15,0,20130718T150609,2.17E+01,1.20E+00,13,0,6.45,6.86,51,1,53,22  21  10,-1,9.80E+00
6,blindfold,blindfold,3,16,0,20130718T150609,1.97E+01,1.20E+00,12,1,8.42,8.84,32,1,32,5  21   6,-1,1.19E+01
6,blindfold,blindfold,3,17,0,20130718T150609,2.17E+01,1.20E+00,13,1,5.57,6.25,47,1,47,7  17  23,-1,9.36E+00
6,blindfold,blindfold,3,18,0,20130718T150609,2.37E+01,1.20E+00,14,0,11.39,11.92,53,1,54,9  24  21,-1,1.50E+01
6,blindfold,blindfold,3,19,0,20130718T150609,2.17E+01,1.20E+00,13,0,10.81,11.32,45,1,55,22  17  16,-1,1.45E+01
6,blindfold,blindfold,3,20,0,20130718T150609,1.97E+01,1.20E+00,12,1,9.1,9.83,28,1,28,3  19   6,-1,1.27E+01
6,blindfold,blindfold,3,21,0,20130718T150609,2.17E+01,1.20E+00,13,1,14.27,14.7,50,1,50,23  14  13,-1,1.79E+01
6,blindfold,blindfold,3,22,0,20130718T150609,2.37E+01,1.20E+00,14,1,11.25,11.73,54,1,54,25   9  20,-1,1.47E+01
6,blindfold,blindfold,3,23,0,20130718T150609,2.58E+01,1.20E+00,15,1,23.09,23.64,57,1,57,17  14  26,-1,2.69E+01
6,blindfold,blindfold,3,24,0,20130718T150609,2.79E+01,1.20E+00,16,1,12.03,12.62,40,1,40,27   5   8,-1,1.54E+01
6,blindfold,blindfold,3,25,0,20130718T150609,3.00E+01,1.20E+00,17,1,13.22,14.4,56,1,56,18  31   7,-1,1.74E+01
6,blindfold,blindfold,3,26,0,20130718T150609,3.21E+01,1.20E+00,18,1,4.82,5.47,54,1,54,32  11  11,-1,8.36E+00
6,blindfold,blindfold,3,27,0,20130718T150609,3.42E+01,1.20E+00,19,1,8.25,9.03,59,1,59,33  23   3,-1,1.20E+01
6,blindfold,blindfold,3,28,0,20130718T150609,3.64E+01,1.20E+00,20,1,18.46,18.97,94,1,94,29  35  30,-1,2.20E+01
6,blindfold,blindfold,3,29,0,20130718T150609,3.86E+01,1.20E+00,21,1,23.1,23.84,112,1,112,37  40  35,-1,2.69E+01
6,blindfold,blindfold,3,30,0,20130718T150609,4.08E+01,1.20E+00,22,1,7.86,8.34,88,1,88,41  39   8,-1,1.13E+01
6,blindfold,blindfold,3,31,0,20130718T150609,4.31E+01,1.20E+00,23,0,26.75,27.42,84,1,106,42  30  34,-1,3.05E+01
6,blindfold,blindfold,3,32,0,20130718T150609,4.08E+01,1.20E+00,22,0,25.02,25.44,63,1,101,35  42  24,-1,2.85E+01
6,blindfold,blindfold,3,33,0,20130718T150609,3.86E+01,1.20E+00,21,1,10.99,11.52,77,1,77,36   1  40,-1,1.43E+01
6,blindfold,blindfold,3,34,0,20130718T150609,4.08E+01,1.20E+00,22,0,14.68,17.07,91,1,90,29  41  20,-1,2.00E+01
6,interference,interference,1,1,1,20130718T144349,3,1.20E+00,1,1,4.78,5.36,9,1,9,2  3  4,98,7.78E+00
6,interference,interference,1,2,1,20130718T144349,3,1.20E+00,1,1,2.01,2.43,8,1,8,3  2  3,98,4.75E+00
6,interference,interference,1,3,1,20130718T144349,3,1.20E+00,1,1,1.83,2.22,4,1,4,1  1  2,100,4.49E+00
6,interference,interference,1,4,1,20130718T144349,2.30E+00,1.20E+00,2,1,2.48,2.82,5,1,5,2  2  1,92,4.92E+00
6,interference,interference,1,5,1,20130718T144349,3.74E+00,1.20E+00,3,1,3.14,3.45,8,1,8,2  1  5,93,5.85E+00
6,interference,interference,1,6,1,20130718T144349,5.28E+00,1.20E+00,4,1,4.03,4.33,8,1,8,4  2  2,95,6.56E+00
6,interference,interference,1,7,1,20130718T144349,6.90E+00,1.20E+00,5,1,3.99,4.54,17,1,17,6  5  6,100,7.13E+00
6,interference,interference,1,8,1,20130718T144349,8.59E+00,1.20E+00,6,1,4.5,5.65,17,1,17,8  4  5,101,8.16E+00
6,interference,interference,1,9,1,20130718T144349,1.03E+01,1.20E+00,7,1,1.78,2.81,15,1,15,9  1  5,99,5.29E+00
6,interference,interference,1,10,1,20130718T144349,1.21E+01,1.20E+00,8,0,6.45,6.98,22,1,21,12   8   1,87,9.28E+00
6,interference,interference,1,11,1,20130718T144349,1.03E+01,1.20E+00,7,1,7.26,8.01,22,1,22,9  5  8,89,1.05E+01
6,interference,interference,1,12,1,20130718T144349,1.21E+01,1.20E+00,8,1,4.03,4.72,18,1,18,5   1  12,98,7.19E+00
6,interference,interference,1,13,1,20130718T144349,1.40E+01,1.20E+00,9,1,8.74,9.38,31,1,31,11  13   7,98,1.20E+01
6,interference,interference,1,14,1,20130718T144349,1.58E+01,1.20E+00,10,0,14.18,14.74,31,1,33,15  17   1,94,1.75E+01
6,interference,interference,1,15,1,20130718T144349,1.40E+01,1.20E+00,9,1,4.32,5.03,34,1,34,6  14  14,100,7.88E+00
6,interference,interference,1,16,1,20130718T144349,1.58E+01,1.20E+00,10,1,10.93,11.76,27,1,27,11  15   1,101,1.43E+01
6,interference,interference,1,17,1,20130718T144349,1.78E+01,1.20E+00,11,1,3.05,3.75,27,1,27,9   1  17,100,6.43E+00
6,interference,interference,1,18,1,20130718T144349,1.97E+01,1.20E+00,12,1,2.55,3.2,40,1,40,11   9  20,93,5.78E+00
6,interference,interference,1,19,1,20130718T144349,2.17E+01,1.20E+00,13,1,4.97,5.59,27,1,27,1   5  21,96,8.21E+00
6,interference,interference,1,20,1,20130718T144349,2.37E+01,1.20E+00,14,0,19.37,19.86,43,1,53,24  12  17,79,2.26E+01
6,interference,interference,1,21,1,20130718T144349,2.17E+01,1.20E+00,13,0,13.97,14.47,34,1,51,10  23  18,93,1.71E+01
6,interference,interference,1,22,1,20130718T144349,1.97E+01,1.20E+00,12,0,14.18,14.86,33,1,35,13  19   3,100,1.75E+01
6,interference,interference,1,23,1,20130718T144349,1.78E+01,1.20E+00,11,0,19.23,20.02,35,1,41,17  18   6,99,2.28E+01
6,interference,interference,1,24,1,20130718T144349,1.58E+01,1.20E+00,10,1,4.03,4.81,27,1,27,10   2  15,97,7.25E+00
6,interference,interference,1,25,1,20130718T144349,1.78E+01,1.20E+00,11,1,16.36,17.18,37,1,37,14  19   4,101,2.00E+01
6,interference,interference,1,26,1,20130718T144349,1.97E+01,1.20E+00,12,0,13.55,14.2,53,1,52,20  17  15,88,1.70E+01
6,interference,interference,1,27,1,20130718T144349,1.78E+01,1.20E+00,11,0,11.02,11.66,38,1,43,8  17  18,100,1.44E+01
6,interference,interference,1,28,1,20130718T144349,1.58E+01,1.20E+00,10,1,8.6,9.17,31,1,31,4  10  17,98,1.19E+01
6,interference,interference,1,29,1,20130718T144349,1.78E+01,1.20E+00,11,1,28.09,28.82,27,1,27,3  19   5,96,3.14E+01
6,interference,interference,1,30,1,20130718T144349,1.97E+01,1.20E+00,12,0,9.34,9.98,33,1,35,19   8   8,99,1.24E+01
6,interference,interference,1,31,1,20130718T144349,1.78E+01,1.20E+00,11,1,6.04,6.84,37,1,37,11  17   9,99,9.54E+00
6,interference,interference,1,32,1,20130718T144349,1.97E+01,1.20E+00,12,1,10.4,10.92,42,1,42,19  11  12,99,1.35E+01
6,interference,interference,1,33,1,20130718T144349,2.17E+01,1.20E+00,13,1,5.12,5.75,47,1,47,20   5  22,96,8.43E+00
6,interference,interference,1,34,1,20130718T144349,2.37E+01,1.20E+00,14,0,12.62,13.37,44,1,53,21  24   8,81,1.60E+01
6,interference,interference,1,35,1,20130718T144349,2.17E+01,1.20E+00,13,0,10.6,11.53,45,1,43,21  13   9,98,1.43E+01
6,interference,interference,1,36,1,20130718T144349,1.97E+01,1.20E+00,12,1,3.64,4.22,29,1,29,8  19   2,98,6.57E+00
6,interference,interference,1,37,1,20130718T144349,2.17E+01,1.20E+00,13,1,5.94,6.44,53,1,53,10  20  23,100,9.09E+00
6,interference,interference,1,38,1,20130718T144349,2.37E+01,1.20E+00,14,0,25.86,26.42,51,1,49,1  25  23,96,2.91E+01
6,interference,interference,1,39,1,20130718T144349,2.17E+01,1.20E+00,13,1,7.85,8.51,34,1,34,1  11  22,93,1.11E+01
6,interference,interference,1,40,1,20130718T144349,2.37E+01,1.20E+00,14,1,25.63,26.98,43,1,43,1  17  25,100,2.97E+01
6,stillhands,stillhands,2,1,0,20130718T145505,3,1.20E+00,1,1,4.17,4.69,9,1,9,2  4  3,-1,8.10E+00
6,stillhands,stillhands,2,2,0,20130718T145505,3,1.20E+00,1,1,1.58,1.99,8,1,8,4  1  3,-1,4.74E+00
6,stillhands,stillhands,2,3,0,20130718T145505,3,1.20E+00,1,1,1.75,2.28,7,1,7,2  2  3,-1,4.97E+00
6,stillhands,stillhands,2,4,0,20130718T145505,2.30E+00,1.20E+00,2,1,0.91,1.3,6,1,6,2  1  3,-1,3.97E+00
6,stillhands,stillhands,2,5,0,20130718T145505,3.74E+00,1.20E+00,3,1,2.61,2.98,8,1,8,2  1  5,-1,5.75E+00
6,stillhands,stillhands,2,6,0,20130718T145505,5.28E+00,1.20E+00,4,1,1.1,1.87,16,1,16,5  5  6,-1,4.79E+00
6,stillhands,stillhands,2,7,0,20130718T145505,6.90E+00,1.20E+00,5,1,8.95,9.63,19,1,19,5  8  6,-1,1.25E+01
6,stillhands,stillhands,2,8,0,20130718T145505,8.59E+00,1.20E+00,6,1,6.27,6.84,21,1,21,4  9  8,-1,9.62E+00
6,stillhands,stillhands,2,9,0,20130718T145505,1.03E+01,1.20E+00,7,1,2.13,2.88,29,1,29,9  11   9,-1,6.07E+00
6,stillhands,stillhands,2,10,0,20130718T145505,1.21E+01,1.20E+00,8,1,2.03,2.67,27,1,27,3  13  11,-1,5.73E+00
6,stillhands,stillhands,2,11,0,20130718T145505,1.40E+01,1.20E+00,9,1,2.75,3.37,34,1,34,13   7  14,-1,6.67E+00
6,stillhands,stillhands,2,12,0,20130718T145505,1.58E+01,1.20E+00,10,1,4.08,4.56,32,1,32,17  13   2,-1,7.70E+00
6,stillhands,stillhands,2,13,0,20130718T145505,1.78E+01,1.20E+00,11,0,12.07,12.62,43,1,44,19  12  13,-1,1.58E+01
6,stillhands,stillhands,2,14,0,20130718T145505,1.58E+01,1.20E+00,10,1,12.58,13.11,40,1,40,13  11  16,-1,1.61E+01
6,stillhands,stillhands,2,15,0,20130718T145505,1.78E+01,1.20E+00,11,1,8.72,9.24,31,1,31,17   6   8,-1,1.21E+01
6,stillhands,stillhands,2,16,0,20130718T145505,1.97E+01,1.20E+00,12,1,11.31,11.81,48,1,48,14  15  19,-1,1.50E+01
6,stillhands,stillhands,2,17,0,20130718T145505,2.17E+01,1.20E+00,13,1,7.96,8.54,34,1,34,2  23   9,-1,1.14E+01
6,stillhands,stillhands,2,18,0,20130718T145505,2.37E+01,1.20E+00,14,1,10.7,11.91,51,1,51,25  16  10,-1,1.49E+01
6,stillhands,stillhands,2,19,0,20130718T145505,2.58E+01,1.20E+00,15,1,8.07,8.54,54,1,54,9  18  27,-1,1.16E+01
6,stillhands,stillhands,2,20,0,20130718T145505,2.79E+01,1.20E+00,16,1,3.85,4.49,34,1,34,3  28   3,-1,7.33E+00
6,stillhands,stillhands,2,21,0,20130718T145505,3.00E+01,1.20E+00,17,1,5.61,6.25,58,1,58,20  31   7,-1,9.64E+00
6,stillhands,stillhands,2,22,0,20130718T145505,3.21E+01,1.20E+00,18,1,2.15,2.8,43,1,43,10  32   1,-1,5.78E+00
6,stillhands,stillhands,2,23,0,20130718T145505,3.42E+01,1.20E+00,19,1,11.67,12.71,99,1,99,34  35  30,-1,1.60E+01
6,stillhands,stillhands,2,24,0,20130718T145505,3.64E+01,1.20E+00,20,0,14.98,15.48,54,1,89,31  36  22,-1,1.87E+01
6,stillhands,stillhands,2,25,0,20130718T145505,3.42E+01,1.20E+00,19,0,11.35,11.91,43,1,51,34   4  13,-1,1.49E+01
6,stillhands,stillhands,2,26,0,20130718T145505,3.21E+01,1.20E+00,18,1,7.88,8.53,64,1,64,9  31  24,-1,1.16E+01
6,stillhands,stillhands,2,27,0,20130718T145505,3.42E+01,1.20E+00,19,1,14.24,14.69,51,1,51,3  14  34,-1,1.77E+01
6,stillhands,stillhands,2,28,0,20130718T145505,3.64E+01,1.20E+00,20,1,17.09,17.59,63,1,63,36  13  14,-1,2.07E+01
6,stillhands,stillhands,2,29,0,20130718T145505,3.86E+01,1.20E+00,21,1,12.19,12.81,64,1,64,9  38  17,-1,1.59E+01
6,stillhands,stillhands,2,30,0,20130718T145505,4.08E+01,1.20E+00,22,1,10.63,11.32,83,1,83,36  41   6,-1,1.44E+01
6,stillhands,stillhands,2,31,0,20130718T145505,4.31E+01,1.20E+00,23,1,10.85,11.82,106,1,106,44  21  41,-1,1.50E+01
6,stillhands,stillhands,2,32,0,20130718T145505,4.53E+01,1.20E+00,24,0,21.66,22.44,113,1,93,23  45  25,-1,2.57E+01
6,stillhands,stillhands,2,33,0,20130718T145505,4.31E+01,1.20E+00,23,1,13.32,14.01,94,1,94,38  44  12,-1,1.70E+01
